sr._no.,work_category,work,state,ida,hon'ble_members_of_parliament,constituency,work_description,recommended_date_x,sanction_date,sanction_amount__₹_,work_status,project_id,recommended_date_y,recommended_amount____₹_,completion_date,amount_disbursed__₹_,total_expenditure,payment_count,latest_payment_date,completed_flag,fund_utilization,expenditure_ratio,project_age_days,over_budget,missing_completion,anomaly_prediction,cost_anomaly_flag,anomaly_score,anomaly_reason
789,Normal/Others,WS/MP18159/2024-2025/136714-Installing tube-wells and borewells,Rajasthan,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),BHUPENDER YADAV,ALWAR,Three phase boring with electrical connection work near Sant Parmeshwar Das Maharaj Beda Ashram in village Naraulkhurd. G.P. Narnaulkhurd P.S. Lachhmangarh City Alwar,21-Aug-2024,2024-12-03,1500000.0,Work partially Completed,WS/MP18159/2024-2025/136714,21-Aug-2024,1500000.0,,,368194.0,1.0,2026-05-07,0,0.2454626666666666,0.2454626666666666,644.0,0,1,1,0,0.058253901370895256,Detected by Isolation Forest pattern analysis
795,Normal/Others,WS/MP341/2025-2026/136725-Construction of rooms and halls in school and colleges,Karnataka,CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR),Shri LS Tejasvi Surya,BANGALORE SOUTH,"Construction of classroom at the Government Higher Primary School in Lakya Village, Chikkamagaluru District, Karnataka.",22-Aug-2024,2026-02-09,496984.0,Physical Inspection,WS/MP341/2025-2026/136725,,,2026-04-18,496984.0,496984.0,1.0,2026-02-10,1,1.0,,211.0,0,0,1,0,0.21584787628205093,Detected by Isolation Forest pattern analysis
875,Normal/Others,WS/MP18112/2024-2025/136983-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Maharashtra,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),BALWANT BASWANT WANKHADE,AMRAVATI(SC),Construction of cremation shed at Lotwada Ta. Daryapur Dist Amravati,25-Aug-2024,2024-12-13,600000.0,Work partially Completed,WS/MP18112/2024-2025/136983,25-Aug-2024,600000.0,,,600000.0,1.0,2026-05-29,0,1.0,1.0,634.0,0,1,1,0,0.1988597194463091,Detected by Isolation Forest pattern analysis
876,Normal/Others,WS/MP18112/2024-2025/136984-Construction of community centers and community halls,Maharashtra,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),BALWANT BASWANT WANKHADE,AMRAVATI(SC),Construction Of Community Hall At Chincholi Rahimapur (Kh)Ta. Anjangaon Surji Dist Amravati,25-Aug-2024,2024-10-14,1500000.0,Work Completed,WS/MP18112/2024-2025/136984,25-Aug-2024,1500000.0,2026-04-11,1496534.0,1496534.0,2.0,2026-07-12,1,0.9976893333333332,0.9976893333333332,694.0,0,0,1,0,0.08074798508341607,Detected by Isolation Forest pattern analysis
1055,Normal/Others,WS/MP582/2025-2026/137346-Lighting of public spaces,Gujarat,TAPI(District collector Tapi_IDA),Prabhubhai Nagarbhai Vasava,BARDOLI(ST),"The following facility work regarding placing electricity pole near the field in front of the P.S., fixing till commissioning 11.00 M.T.R.G.I. Tuber Light Poles with 150 Volt 6 Flooded LEDs Lights Attachment and Leader with 1 Year Maintenance Work Nos.1, at  Kelkui village near Swaminarayn temple Taluka Vyara, District Tapi",27-Aug-2024,2025-05-28,146500.0,Physical Inspection,WS/MP582/2025-2026/137346,27-Aug-2024,146500.0,2026-01-09,146500.0,146500.0,1.0,2026-01-09,1,1.0,1.0,468.0,0,0,1,0,0.18739402307114328,Detected by Isolation Forest pattern analysis
1058,Normal/Others,WS/MP858/2025-2026/137402-Street lights,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),Asit Kumar Mal,BOLPUR(SC),"Instalation 2(TWO)NO of high mast light at BONNABOGRAM BUS STAND AND Nowda Bagdi para tey matha. Excuting Agency WILL BE ,M.D. WEST BENGAL AGRO INDUSTRIES CORPORATION LTD, 23- B ,N.S. ROAD, KOLKATA -1",28-Aug-2024,2025-11-19,559912.0,Physical Inspection,WS/MP858/2025-2026/137402,28-Aug-2024,559912.0,,,559116.0,1.0,2026-07-21,0,0.9985783480261184,0.9985783480261184,293.0,0,1,1,0,0.14470435440671797,Detected by Isolation Forest pattern analysis
1130,Normal/Others,WS/MP18019/2024-2025/137592-Installing tube-wells and borewells,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),AMARSING TISSO,Diphu (ST),"Construction of 3 Nos. Ringwell at Sar-et Senar village, @3.00 L x 3 Nos.",29-Aug-2024,2024-10-25,900000.0,Physical Inspection,WS/MP18019/2024-2025/137592,29-Aug-2024,900000.0,2025-10-22,899821.0,37540.0,1.0,2026-06-13,1,0.0417111111111111,0.0417111111111111,683.0,0,0,1,0,0.05990623621149871,Detected by Isolation Forest pattern analysis
1144,Normal/Others,WS/MP18019/2024-2025/137606-Installing tube-wells and borewells,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),AMARSING TISSO,Diphu (ST),"Construction of ringwell near the house of Smt Klarie Phangchopi, Rongnagar",29-Aug-2024,2024-10-25,300000.0,Physical Inspection,WS/MP18019/2024-2025/137606,29-Aug-2024,300000.0,2025-10-22,299583.0,10212.0,1.0,2026-06-13,1,0.03404,0.03404,683.0,0,0,1,0,0.06184646445708164,Detected by Isolation Forest pattern analysis
1145,Normal/Others,WS/MP18019/2024-2025/137607-Installing tube-wells and borewells,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),AMARSING TISSO,Diphu (ST),"Construction of ringwell near West Tarabasa English LP School, Phuloni",29-Aug-2024,2024-10-25,300000.0,Physical Inspection,WS/MP18019/2024-2025/137607,29-Aug-2024,300000.0,2025-11-02,299583.0,10212.0,1.0,2026-06-13,1,0.03404,0.03404,683.0,0,0,1,0,0.06184646445708164,Detected by Isolation Forest pattern analysis
1151,Normal/Others,WS/MP18152/2024-2025/137615-Construction of community centers and community halls,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of SC Dharamshala,29-Aug-2024,2024-12-10,500000.0,Physical Inspection,WS/MP18152/2024-2025/137615,29-Aug-2024,500000.0,2026-04-04,500000.0,500000.0,13.0,2026-01-29,1,1.0,1.0,637.0,0,0,-1,1,-0.021415502579315793,Unusually high number of payments
1169,Normal/Others,WS/MP18327/2025-2026/137670-Street lights,Maharashtra,SOLAPUR(DISTRICT COLLECTOR SOLAPUR_IDA),PRANITI SUSHILKUMAR SHINDE,SOLAPUR(SC),Installation of Light in front of Khandoba Temple at Waluj Gaon in Mohol Taluka,29-Aug-2024,2026-03-09,499880.0,Physical Inspection,WS/MP18327/2025-2026/137670,29-Aug-2024,499880.0,2026-03-12,498751.0,498751.0,1.0,2026-03-12,1,0.997741457949908,0.997741457949908,183.0,0,0,1,0,0.1323598483167321,Detected by Isolation Forest pattern analysis
1180,Normal/Others,WS/MP18019/2024-2025/137729-Construction of boundary walls of existing public and community buildings,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),AMARSING TISSO,Diphu (ST),Construction of boundary wall with fencing at Langbungdingpi Graveyard,29-Aug-2024,2024-10-25,1000000.0,Physical Inspection,WS/MP18019/2024-2025/137729,29-Aug-2024,1000000.0,2025-10-22,999347.0,77000.0,1.0,2026-07-16,1,0.077,0.077,683.0,0,0,1,0,0.05468136072922858,Detected by Isolation Forest pattern analysis
1256,Normal/Others,WS/MP18173/2024-2025/137922-Construction of bus-sheds or bus-stops,Tamil Nadu,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),THARANIVENTHAN M S,ARANI,Construction of Bus Shelter at S.V. Nagar Panchayat,05-Sep-2024,2025-01-02,1500000.0,Vendor Identification,WS/MP18173/2024-2025/137922,05-Sep-2024,1500000.0,,,1499550.0,1.0,2026-05-25,0,0.9997,0.9997,614.0,0,1,1,0,0.20516781733894274,Detected by Isolation Forest pattern analysis
1385,Normal/Others,WS/MP18161/2024-2025/138069-Construction of community centers and community halls,Rajasthan,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),SANJNA JATAV,BHARATPUR(SC),Samudayik bhavan Bairwa mohalla mein chardiwari may gate Nirman karya gram Nagal Rupa work agency GP Nagal Rupa,01-Sep-2024,2024-12-03,499545.0,Physical Inspection,WS/MP18161/2024-2025/138069,01-Sep-2024,499545.0,2025-06-23,499545.0,12467.0,2.0,2026-01-14,1,0.024956710606652,0.024956710606652,644.0,0,0,1,0,0.03626757289527183,Detected by Isolation Forest pattern analysis
1412,Normal/Others,"WS/MP18161/2024-2025/138100-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,Deeg(DISTRICT COLLECTOR Deeg_IDA),SANJNA JATAV,BHARATPUR(SC),Interlocking Nirman karya bhullan ke Ghar se ramjeet master ke Ghar ki or dhamari work agency GP dhamari,01-Sep-2024,2025-01-02,500000.0,Work Completed,WS/MP18161/2024-2025/138100,01-Sep-2024,500000.0,2026-03-06,498892.0,69970.0,1.0,2026-03-20,1,0.13994,0.13994,614.0,0,0,1,0,0.06917805285120804,Detected by Isolation Forest pattern analysis
1417,Normal/Others,"WS/MP18161/2024-2025/138107-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),SANJNA JATAV,BHARATPUR(SC),Cc interlocking eat kharanja Nirman karya main road se balveer ke nohare ki or theI work agency uNdra,01-Sep-2024,2024-12-12,400000.0,Physical Inspection,WS/MP18161/2024-2025/138107,01-Sep-2024,400000.0,2026-01-05,399811.0,399811.0,12.0,2026-01-05,1,0.9995275,0.9995275,635.0,0,0,-1,1,-0.017189237752072706,Unusually high number of payments
1425,Normal/Others,WS/MP345/2024-2025/138116-Construction of buildings for crèches and anganwadies,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri NK Premachandran,KOLLAM,Construction of Anganwadi building No. 83 of Panmana Grama Panchayat,01-Sep-2024,2025-03-15,1250000.0,Work partially Completed,WS/MP345/2024-2025/138116,01-Sep-2024,1250000.0,,,493113.0,1.0,2026-04-16,0,0.3944904,0.3944904,542.0,0,1,1,0,0.10299671963341694,Detected by Isolation Forest pattern analysis
1452,Normal/Others,WS/MP18328/2024-2025/138241-Construction of additional rooms and halls in the existing public and community building,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,"Construction of additional rooms and halls in the existing public and community building. Name of work:-Constuction  (Upgradation) of Panchayat Ghar  of Gram Panchayat Sulpur Jaboth, Block Development  Gopalpur, District  Mandi Himachal Pradesh . Eastimate Attached, Work Execute BY GP Sulpur Jaboth.",02-Sep-2024,2024-10-11,1400000.0,Physical Inspection,WS/MP18328/2024-2025/138241,02-Sep-2024,1400000.0,2026-08-24,901818.0,901818.0,1.0,2026-02-17,1,0.6441557142857143,0.6441557142857143,697.0,0,0,1,0,0.02351779562953349,Detected by Isolation Forest pattern analysis
1544,Normal/Others,WS/MP745/2026-2027/138567-Installing tube-wells and borewells,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,"Supply of New Borewell at Ward no.11, K.P.S Street,Shastri Street, Tiruppur Corporation.",03-Sep-2024,2026-06-23,1000000.0,Physical Inspection,WS/MP745/2026-2027/138567,03-Sep-2024,1000000.0,,,1000000.0,1.0,2026-06-24,0,1.0,1.0,77.0,0,1,1,0,0.09218690387177908,Detected by Isolation Forest pattern analysis
1570,Normal/Others,WS/MP18353/2024-2025/138633-Construction of toilet blocks,West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),RACHNA BANERJEE,HOOGHLY,Construction of (Community) Girls Sanitary Complex at Chinsurah Balika Bani Mandir,03-Sep-2024,2025-01-06,345565.0,Physical Inspection,WS/MP18353/2024-2025/138633,03-Sep-2024,345565.0,2026-02-16,345565.0,345565.0,1.0,2026-02-06,1,1.0,1.0,610.0,0,0,1,0,0.2099689364867054,Detected by Isolation Forest pattern analysis
1572,Normal/Others,WS/MP18353/2024-2025/138635-Construction of toilet blocks,West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),RACHNA BANERJEE,HOOGHLY,Construction of (Community) Girls Sanitary Complex at Horal Belaboti  Balika Vidhyalaya,03-Sep-2024,2025-03-04,347080.0,Physical Inspection,WS/MP18353/2024-2025/138635,03-Sep-2024,347080.0,,,290242.0,1.0,2026-05-13,0,0.8362394836925204,0.8362394836925204,553.0,0,1,1,0,0.05762328813716466,Detected by Isolation Forest pattern analysis
1574,Normal/Others,WS/MP18353/2025-2026/138637-Construction of toilet blocks,West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),RACHNA BANERJEE,HOOGHLY,Construction of (Community) Girls Sanitary Complex at Adisaptagram High School,03-Sep-2024,2025-12-15,347023.0,Physical Inspection,WS/MP18353/2025-2026/138637,03-Sep-2024,347023.0,2026-03-11,347023.0,347023.0,1.0,2026-03-13,1,1.0,1.0,267.0,0,0,1,0,0.15645365160538738,Detected by Isolation Forest pattern analysis
1581,Normal/Others,WS/MP18353/2024-2025/138653-Construction of toilet blocks,West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),RACHNA BANERJEE,HOOGHLY,Construction of (Community) Girls Sanitary Complex  at Chinsurah Balika Siksha Mandir High School (HS),03-Sep-2024,2025-01-06,347080.0,Vendor Identification,WS/MP18353/2024-2025/138653,03-Sep-2024,347080.0,,,346188.0,1.0,2026-02-16,0,0.9974299873228074,0.9974299873228074,610.0,0,1,1,0,0.19894074234623665,Detected by Isolation Forest pattern analysis
1585,Normal/Others,WS/MP479/2024-2025/138670-Construction of community centers and community halls,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),Construction of Community Hall,03-Sep-2024,2025-01-06,450000.0,Vendor Identification,WS/MP479/2024-2025/138670,03-Sep-2024,450000.0,,,447996.0,1.0,2026-09-01,0,0.9955466666666668,0.9955466666666668,610.0,0,1,1,0,0.1837502431162117,Detected by Isolation Forest pattern analysis
1626,Normal/Others,"WS/MP577/2024-2025/138732-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),navyuvak secondary highschool ma c.c.road nu kam 200 mtr,06-Sep-2024,2025-01-31,250000.0,Physical Inspection,WS/MP577/2024-2025/138732,06-Sep-2024,250000.0,2026-08-19,250000.0,250000.0,1.0,2026-08-01,1,1.0,1.0,585.0,0,0,1,0,0.20686408650315002,Detected by Isolation Forest pattern analysis
1648,Normal/Others,WS/MP479/2024-2025/138772-Development of playground,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),Boundary fencing & 4Nos.of Solar Lights,04-Sep-2024,2024-12-13,2774787.0,Physical Inspection,WS/MP479/2024-2025/138772,04-Sep-2024,2774787.0,2026-08-10,2774787.0,2774787.0,1.0,2026-05-19,1,1.0,1.0,634.0,0,0,1,0,0.1988597194463091,Detected by Isolation Forest pattern analysis
1683,Repair and Renovation,WS/MP423/2024-2025/138922-Construction of public libraries and reading rooms,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,Renovation of Two Storied Budge Budge Public Library Hall,04-Sep-2024,2024-12-24,1500000.0,Work partially Completed,WS/MP423/2024-2025/138922,04-Sep-2024,1500000.0,,,1276614.0,1.0,2026-02-06,0,0.851076,0.851076,623.0,0,1,1,0,0.05800774930895092,Detected by Isolation Forest pattern analysis
1712,Normal/Others,WS/MP347/2024-2025/138962-Construction of rooms and halls in school and colleges,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri Suresh Kodikunnil,MAVELIKKARA(SC),Class room at Govt.LPS Elikattoor including electrification in Piravanthoore Grama Panchayath (SCP),11-Sep-2024,2024-10-29,1550000.0,Physical Inspection,WS/MP347/2024-2025/138962,11-Sep-2024,1550000.0,,,56311.0,1.0,2026-08-31,0,0.0363296774193548,0.0363296774193548,679.0,0,1,1,0,0.060620432861491436,Detected by Isolation Forest pattern analysis
1742,Normal/Others,WS/MP761/2024-2025/139053-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Community hall near Bhagavan Sri Satyananda Maharshi Geetha Satsang Bhavan,05-Sep-2024,2024-10-18,400000.0,Work Completed,WS/MP761/2024-2025/139053,05-Sep-2024,400000.0,2026-01-31,357070.0,357070.0,1.0,2026-02-04,1,0.892675,0.892675,690.0,0,0,1,0,0.033142013341837195,Detected by Isolation Forest pattern analysis
1890,Normal/Others,WS/MP18095/2025-2026/139279-Purchase of vans and buses for educational institutions,Kerala,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),K. C VENUGOPAL,ALAPPUZHA,"Purchase of a bus for Lutheran Mission LPS, Muhamma",06-Sep-2024,2025-07-08,1929021.0,Work partially Completed,WS/MP18095/2025-2026/139279,06-Sep-2024,1929021.0,,,56755.0,1.0,2026-03-17,0,0.0294216600026645,0.0294216600026645,427.0,0,1,1,0,0.03439096339754555,Detected by Isolation Forest pattern analysis
1968,Normal/Others,WS/MP829/2024-2025/139363-Construction of rooms and halls in school and colleges,West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Smt Sajda Ahmed,ULUBERIA,Construction of Seminar Hall at Menoka Smriti Vidyamandir,06-Sep-2024,2025-02-18,500000.0,Work partially Completed,WS/MP829/2024-2025/139363,06-Sep-2024,500000.0,,,251613.0,1.0,2026-09-01,0,0.503226,0.503226,567.0,0,1,1,0,0.08601794854204536,Detected by Isolation Forest pattern analysis
2093,Normal/Others,WS/MP18019/2026-2027/139500-Construction of community centers and community halls,Assam,DIMA HASAO(DEPUTY COMMISSIONER Dima Hasao_IDA),AMARSING TISSO,Diphu (ST),"Construction of Community Building with Library, Guest Room, Conference Room at Haflong, Dima Hasao District (Total Estd. Cost:- Rs. 1.00 Cr.) 1st Installment Rs. 50.00 Lakhs",06-Sep-2024,2026-07-31,5000000.0,Physical Inspection,WS/MP18019/2026-2027/139500,06-Sep-2024,5000000.0,,,4998740.0,2.0,2026-08-09,0,0.999748,0.999748,39.0,0,1,-1,1,-0.011496747143525554,Detected by Isolation Forest pattern analysis
2113,Normal/Others,WS/MP823/2024-2025/139549-Construction of rooms and halls in school and colleges,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Ms Mahua Moitra,KRISHNANAGAR,"Construction of Auditorium Hall at Muragachha High School under Muragachha Gram Panchyat, Block Nakashipara, Nadia.",07-Sep-2024,2024-12-11,1999484.0,Vendor Identification,WS/MP823/2024-2025/139549,07-Sep-2024,1999484.0,,,712817.0,1.0,2026-01-09,0,0.3565004771230977,0.3565004771230977,636.0,0,1,1,0,0.07760379957686603,Detected by Isolation Forest pattern analysis
2120,Normal/Others,WS/MP823/2024-2025/139556-Construction of rooms and halls in school and colleges,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Ms Mahua Moitra,KRISHNANAGAR,"Decoration of Smart Class Room at Asannagar MMT College under Asannagar GP, Block Krishnagar-I, Nadia.",07-Sep-2024,2025-01-27,1938436.0,Physical Inspection,WS/MP823/2024-2025/139556,07-Sep-2024,1938436.0,2026-01-30,1938436.0,1938436.0,1.0,2026-01-13,1,1.0,1.0,589.0,0,0,1,0,0.20724097402331065,Detected by Isolation Forest pattern analysis
2155,Normal/Others,WS/MP18176/2024-2025/139719-Construction of buildings for community cultural activities,Tamil Nadu,DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),SACHITHANANTHAM R,DINDIGUL,CONSTRUCTION OF DRAMA STAGE SERVEEDU PUDUR @ VELAMPATTI,07-Sep-2024,2025-03-12,847547.0,Physical Inspection,WS/MP18176/2024-2025/139719,07-Sep-2024,847547.0,2026-03-16,847547.0,847547.0,1.0,2026-03-16,1,1.0,1.0,545.0,0,0,1,0,0.20399236917431823,Detected by Isolation Forest pattern analysis
2265,Normal/Others,"WS/MP18253/2024-2025/139952-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),BAPI HALDAR,MATHURAPUR(SC),CONSTRUCTIONOF CONCRETE ROAD WITH PAILING FROM SARADANA BARAPOOL TO BASANTA HALDER,08-Sep-2024,2024-12-09,349580.0,Physical Inspection,WS/MP18253/2024-2025/139952,08-Sep-2024,349580.0,2026-01-30,349580.0,349580.0,1.0,2026-01-30,1,1.0,1.0,638.0,0,0,1,0,0.19756753050824538,Detected by Isolation Forest pattern analysis
2344,Normal/Others,WS/MP18152/2024-2025/140034-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of Shed in Cremation Ground,09-Sep-2024,2024-12-20,200000.0,Vendor Identification,WS/MP18152/2024-2025/140034,09-Sep-2024,200000.0,,,22940.0,1.0,2026-04-15,0,0.1147,0.1147,627.0,0,1,1,0,0.06330411347739806,Detected by Isolation Forest pattern analysis
2391,Normal/Others,WS/MP719/2024-2025/140136-Construction of community centers and community halls,Rajasthan,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,"Construction of public open community hall in Ruvaldada Shiv chowk in village Govaliya, Gram panchayat Tilora",10-Sep-2024,2024-11-28,490801.0,Physical Inspection,WS/MP719/2024-2025/140136,10-Sep-2024,490801.0,2025-04-03,490801.0,176184.0,11.0,2026-03-11,1,0.3589723737319198,0.3589723737319198,649.0,0,0,-1,1,-0.06082071942287448,Unusually high number of payments
